id,track_href,songName
2Vc6NJ9PW9gD9q343XFRKx,https://api.spotify.com/v1/tracks/2Vc6NJ9PW9gD9q343XFRKx,Mercury: Retrograde
7pgJBLVz5VmnL7uGHmRj6p,https://api.spotify.com/v1/tracks/7pgJBLVz5VmnL7uGHmRj6p,Pathology
0vSWgAlfpye0WCGeNmuNhy,https://api.spotify.com/v1/tracks/0vSWgAlfpye0WCGeNmuNhy,Symbiote
0VSXnJqQkwuH2ei1nOQ1nu,https://api.spotify.com/v1/tracks/0VSXnJqQkwuH2ei1nOQ1nu,ProductOfDrugs (Prod. The Virus and Antidote)
4jCeguq9rMTlbMmPHuO7S3,https://api.spotify.com/v1/tracks/4jCeguq9rMTlbMmPHuO7S3,Venom
6fsypiJHyWmeINsOLC1cos,https://api.spotify.com/v1/tracks/6fsypiJHyWmeINsOLC1cos,Gatteka
0XfQbq7DaMOmVXgQ71eA6E,https://api.spotify.com/v1/tracks/0XfQbq7DaMOmVXgQ71eA6E,kamikaze (+ pulse)
0LLeuNBWPOg3XA73yab3PT,https://api.spotify.com/v1/tracks/0LLeuNBWPOg3XA73yab3PT,T.R.U. (Totally Rotten Underground)
37gqBnUAZe8BY8WR56kDNk,https://api.spotify.com/v1/tracks/37gqBnUAZe8BY8WR56kDNk,I Put My Dick in Your Mental
2ggqfj97qyiORmXoVFzP5j,https://api.spotify.com/v1/tracks/2ggqfj97qyiORmXoVFzP5j,Andromeda
7EL7ifncK2PWFYThJjzR25,https://api.spotify.com/v1/tracks/7EL7ifncK2PWFYThJjzR25,BRAINFOOD
0QiF3l617bIKVrkBqgdMHE,https://api.spotify.com/v1/tracks/0QiF3l617bIKVrkBqgdMHE,Troll Under the Bridge
5o7ZDvfOry1MNhNLBOJulo,https://api.spotify.com/v1/tracks/5o7ZDvfOry1MNhNLBOJulo,1000 Rounds
1umsRbM7L4ju7rn9aU8Ju6,https://api.spotify.com/v1/tracks/1umsRbM7L4ju7rn9aU8Ju6,Sacrifice
4SKqOHKYU5pgHr5UiVKiQN,https://api.spotify.com/v1/tracks/4SKqOHKYU5pgHr5UiVKiQN,Backpack
4Ag89Y7qSUrpxcgRtSzSam,https://api.spotify.com/v1/tracks/4Ag89Y7qSUrpxcgRtSzSam,D(R)Own
28xkYPSP0P5xu5vT6MQfCy,https://api.spotify.com/v1/tracks/28xkYPSP0P5xu5vT6MQfCy,"Okay,ButThisIsTheLastTime"
3uE1swbcRp5BrO64UNy6Ex,https://api.spotify.com/v1/tracks/3uE1swbcRp5BrO64UNy6Ex,TakingOutTheTrash
3KJrwOuqiEwHq6QTreZT61,https://api.spotify.com/v1/tracks/3KJrwOuqiEwHq6QTreZT61,Io sono qui
4irYeuAi87yyGHcI4h9s0x,https://api.spotify.com/v1/tracks/4irYeuAi87yyGHcI4h9s0x,Paris
4QhUXx4ON40TIBrZIlnIke,https://api.spotify.com/v1/tracks/4QhUXx4ON40TIBrZIlnIke,Murder
09320vyX4qHd4GjHIpy5w0,https://api.spotify.com/v1/tracks/09320vyX4qHd4GjHIpy5w0,High 'N Mighty
2SZLtfY7dz7NLSxxnvDDis,https://api.spotify.com/v1/tracks/2SZLtfY7dz7NLSxxnvDDis,Euronymous
0KRKqIJPX6LT9v1ZQGbfn7,https://api.spotify.com/v1/tracks/0KRKqIJPX6LT9v1ZQGbfn7,Hades
0jsbEBnXWgHLkvjV49vYVG,https://api.spotify.com/v1/tracks/0jsbEBnXWgHLkvjV49vYVG,Nails
0wxwXyrJYHyGUKlBaCIhgp,https://api.spotify.com/v1/tracks/0wxwXyrJYHyGUKlBaCIhgp,Squeeze
0vUhboOWxdj97denl4T91p,https://api.spotify.com/v1/tracks/0vUhboOWxdj97denl4T91p,No Teeth
6xEnbXM1us9fDJy2LC0lru,https://api.spotify.com/v1/tracks/6xEnbXM1us9fDJy2LC0lru,Bang Ya Fucking Head
4ZOxwKHoHlhIZPzucOUVoY,https://api.spotify.com/v1/tracks/4ZOxwKHoHlhIZPzucOUVoY,BLUE JUICE
2AoJ1NSLrqfppo6oT5Bqc8,https://api.spotify.com/v1/tracks/2AoJ1NSLrqfppo6oT5Bqc8,Loch Ness
30Q5BsSJBLb9SGm0BtuJj4,https://api.spotify.com/v1/tracks/30Q5BsSJBLb9SGm0BtuJj4,Hold Uh
3Xi5SYx5pOqte5tLKHEmPb,https://api.spotify.com/v1/tracks/3Xi5SYx5pOqte5tLKHEmPb,Bone Saw
2bmSQxuradc103RXzvjTkE,https://api.spotify.com/v1/tracks/2bmSQxuradc103RXzvjTkE,Coffin Wave
2Tu4kHEeIVFn6Re2ybm2lQ,https://api.spotify.com/v1/tracks/2Tu4kHEeIVFn6Re2ybm2lQ,OhNo!
0QVG9r2otIXoWCHyh09SqU,https://api.spotify.com/v1/tracks/0QVG9r2otIXoWCHyh09SqU,TheArtOfCremation
78w3kPqUAwDjADBY3xAGHl,https://api.spotify.com/v1/tracks/78w3kPqUAwDjADBY3xAGHl,OakGroveRoad
02803el8p3mKqcJzJ3Agpp,https://api.spotify.com/v1/tracks/02803el8p3mKqcJzJ3Agpp,WhatWasThat
5Njf3sGQoxQJqcR4gUbttZ,https://api.spotify.com/v1/tracks/5Njf3sGQoxQJqcR4gUbttZ,FunnyToSeeYouHere
7BLFY8GsDyUkaARTv0uwKH,https://api.spotify.com/v1/tracks/7BLFY8GsDyUkaARTv0uwKH,John Dee
2bmjoUqk5ELqted5imBtMd,https://api.spotify.com/v1/tracks/2bmjoUqk5ELqted5imBtMd,Kybalion
4Uk53I7Lz6bzctGoyNxf8W,https://api.spotify.com/v1/tracks/4Uk53I7Lz6bzctGoyNxf8W,Killer
7FoW7q7uZGOHlGi9w5mUxN,https://api.spotify.com/v1/tracks/7FoW7q7uZGOHlGi9w5mUxN,608
6dm3aVYUAfZtdFeLAG6R9F,https://api.spotify.com/v1/tracks/6dm3aVYUAfZtdFeLAG6R9F,Eternal Dreams
5QArbhcHhpW48U4cK3Joj9,https://api.spotify.com/v1/tracks/5QArbhcHhpW48U4cK3Joj9,Nightmare Choir (I Been Asleep Too Long)
2Bkfvi3pCcwoJwnmd45OnA,https://api.spotify.com/v1/tracks/2Bkfvi3pCcwoJwnmd45OnA,Exodus
2XLdbJRfl2UHHzIurEFgAA,https://api.spotify.com/v1/tracks/2XLdbJRfl2UHHzIurEFgAA,Vengeance
2Iwf4sAnEgkuxxnJ61du8z,https://api.spotify.com/v1/tracks/2Iwf4sAnEgkuxxnJ61du8z,Claustrophobia
04MKRNwoX7TqQkA0ZrtMbC,https://api.spotify.com/v1/tracks/04MKRNwoX7TqQkA0ZrtMbC,Rearranged
5DV8yoddFyjLVfRT6pfAht,https://api.spotify.com/v1/tracks/5DV8yoddFyjLVfRT6pfAht,Paralax
1XKlzwkRZmyrz2OjVqNIyl,https://api.spotify.com/v1/tracks/1XKlzwkRZmyrz2OjVqNIyl,Exsanguination
78SOPBLZeBjDQ9NVTePOPE,https://api.spotify.com/v1/tracks/78SOPBLZeBjDQ9NVTePOPE,Mutiny
1NJel5c5LSc9Ac7UAeoJtp,https://api.spotify.com/v1/tracks/1NJel5c5LSc9Ac7UAeoJtp,Centipede
18hIrODUziu3KyUxeDKlcq,https://api.spotify.com/v1/tracks/18hIrODUziu3KyUxeDKlcq,Грустная сука
04xhIz4DiBGDECn7kIFodv,https://api.spotify.com/v1/tracks/04xhIz4DiBGDECn7kIFodv,This World Is Sick
6Q1LtmZPFRGNZbH6VdarBQ,https://api.spotify.com/v1/tracks/6Q1LtmZPFRGNZbH6VdarBQ,Пламя
3uvKXKQxcmjPT7letWh3Pf,https://api.spotify.com/v1/tracks/3uvKXKQxcmjPT7letWh3Pf,02:45
1K86gziny1mnNIisKBqzhH,https://api.spotify.com/v1/tracks/1K86gziny1mnNIisKBqzhH,who is he
7yvTs8trSYMtNNisA0nT73,https://api.spotify.com/v1/tracks/7yvTs8trSYMtNNisA0nT73,Sleeping
3Pk6O7DndRfH1q6UFsCaWm,https://api.spotify.com/v1/tracks/3Pk6O7DndRfH1q6UFsCaWm,Timeless
5mPUo1HP5K4H6hepYHqbZx,https://api.spotify.com/v1/tracks/5mPUo1HP5K4H6hepYHqbZx,Pound for Pound
2x7mBK5ozd9hwneRKMVpkD,https://api.spotify.com/v1/tracks/2x7mBK5ozd9hwneRKMVpkD,Finger Trembling
3kBa1eXqkSvfCLmG8VqQ10,https://api.spotify.com/v1/tracks/3kBa1eXqkSvfCLmG8VqQ10,Overload
5XAPpyIoYF3QXP34Hv8Pvx,https://api.spotify.com/v1/tracks/5XAPpyIoYF3QXP34Hv8Pvx,Kill Yourself (Part III)
4yORBk6ZyYsJpnJchyZevc,https://api.spotify.com/v1/tracks/4yORBk6ZyYsJpnJchyZevc,2nd Hand
3NSgQjYihV40pOmn8AQevz,https://api.spotify.com/v1/tracks/3NSgQjYihV40pOmn8AQevz,Antarctica
3SCVHoGHV7GL0hmqcOIpqh,https://api.spotify.com/v1/tracks/3SCVHoGHV7GL0hmqcOIpqh,Memoirs Of A Gorilla
70nmZhHZLNVYWP4NON41Zw,https://api.spotify.com/v1/tracks/70nmZhHZLNVYWP4NON41Zw,Runnin' Thru The 7th With My Woadies
4owRIrDAJPqNWGf2SGC3H8,https://api.spotify.com/v1/tracks/4owRIrDAJPqNWGf2SGC3H8,Mount Sinai
6yK9kwo8cBoVRNOylq0yNc,https://api.spotify.com/v1/tracks/6yK9kwo8cBoVRNOylq0yNc,FUCKTHEPOPULATION
3bNCifwGPjqeeqzpjrFG9k,https://api.spotify.com/v1/tracks/3bNCifwGPjqeeqzpjrFG9k,Magazine
599cYawsBthDvauPoXNr7U,https://api.spotify.com/v1/tracks/599cYawsBthDvauPoXNr7U,2 Hot 4 U (feat. $Uicdeboy$)
2I12vOWeJU5ayhr6ha6esf,https://api.spotify.com/v1/tracks/2I12vOWeJU5ayhr6ha6esf,O Pana!
0kCfKToIFZFQQAaSQHcjRL,https://api.spotify.com/v1/tracks/0kCfKToIFZFQQAaSQHcjRL,LTE
4XQDrALwqj4J1YPqg58sDV,https://api.spotify.com/v1/tracks/4XQDrALwqj4J1YPqg58sDV,Champion Of Death
0AQXOzjEG2ofwGrDyqUY7H,https://api.spotify.com/v1/tracks/0AQXOzjEG2ofwGrDyqUY7H,Seppuku (feat. Suicideboy$ & Jgrxxn)
3cQPyVlnrmmWU5fQJxl0q9,https://api.spotify.com/v1/tracks/3cQPyVlnrmmWU5fQJxl0q9,You're Now Tuning Into 66.6 FM With DJ Rapture (The Hottest Hour Of The Evening)
2wzpr7E2FkOISAbYQOtPmZ,https://api.spotify.com/v1/tracks/2wzpr7E2FkOISAbYQOtPmZ,Slip On A Banana Clip
7EnGzsqQi0bAVGQw8i4WIQ,https://api.spotify.com/v1/tracks/7EnGzsqQi0bAVGQw8i4WIQ,A Death In The Ocean Would Be Beautiful
3mRBSk7h2Vr0D0yott8VhC,https://api.spotify.com/v1/tracks/3mRBSk7h2Vr0D0yott8VhC,Shattered Amethyst
7ae2GdeXS5Tvo5RvdNwgaz,https://api.spotify.com/v1/tracks/7ae2GdeXS5Tvo5RvdNwgaz,Goosebumps
7tUXZgLbOCvRJ9FBlairoU,https://api.spotify.com/v1/tracks/7tUXZgLbOCvRJ9FBlairoU,Venom
7m1oRKYiZCfuKXRMWGefWR,https://api.spotify.com/v1/tracks/7m1oRKYiZCfuKXRMWGefWR,Bury Me
1AADsJz09BwnKW4yYFQwXU,https://api.spotify.com/v1/tracks/1AADsJz09BwnKW4yYFQwXU,Hack Slash
5zjdL4aLh3D3wOKeRkZSL6,https://api.spotify.com/v1/tracks/5zjdL4aLh3D3wOKeRkZSL6,2000 Rounds
1e0HLyx0SlmAhwTm2un9ft,https://api.spotify.com/v1/tracks/1e0HLyx0SlmAhwTm2un9ft,Sea Sick
0SbKWYPENsANEIIgnCK45e,https://api.spotify.com/v1/tracks/0SbKWYPENsANEIIgnCK45e,Grain
1k31A67B0r2PDytoPR283x,https://api.spotify.com/v1/tracks/1k31A67B0r2PDytoPR283x,"Beware, the Sirens"
7vNYfMAh3bvHGmRxve1YAg,https://api.spotify.com/v1/tracks/7vNYfMAh3bvHGmRxve1YAg,Kali Yuga
4Ao4XHlqBTKsCil8R6e8fD,https://api.spotify.com/v1/tracks/4Ao4XHlqBTKsCil8R6e8fD,Hexada
6rF4PCqJq0p4MAWgecwfIl,https://api.spotify.com/v1/tracks/6rF4PCqJq0p4MAWgecwfIl,Caligula
0K1fOHUHEsv1lnq2yU1VG5,https://api.spotify.com/v1/tracks/0K1fOHUHEsv1lnq2yU1VG5,Niagara (feat. Lil Peep)
5dBP9gDiDlsXiitxvB4HGb,https://api.spotify.com/v1/tracks/5dBP9gDiDlsXiitxvB4HGb,Scrying Through Shattered Glass
0kHEr6iF9m7mrkTjv9pbZ6,https://api.spotify.com/v1/tracks/0kHEr6iF9m7mrkTjv9pbZ6,Polaris
5twSsmNWVzQ5VNA6GzwtHn,https://api.spotify.com/v1/tracks/5twSsmNWVzQ5VNA6GzwtHn,Rapture
7lnCmYYscC0mijoPe3Blx8,https://api.spotify.com/v1/tracks/7lnCmYYscC0mijoPe3Blx8,Blackmage
4Qwnjgav8p1B2F1EgcMQRW,https://api.spotify.com/v1/tracks/4Qwnjgav8p1B2F1EgcMQRW,Tartarus
73IDzojzHitmvwVovPG7V2,https://api.spotify.com/v1/tracks/73IDzojzHitmvwVovPG7V2,Until the Light Takes Us
